,IWD,IWF,IWO,IWN,EFA,IEMG,TIP,GOVT,GLD,VNQ,EUR/USD,GBP/USD,AUD/USD,USD/JPY,USD/CNY,GDP,Unemployment,CPI adj,IP,Federal Debt,PCEC,Interest Rate,Credit Rate,10-Yr. Treas. Rate,Payroll Employment
2013-01-02,0.024444097973217005,0.026111160969621627,0.029062800963674862,0.03125409145215308,0.015476696284098646,0.020306613351114722,-0.0005765956019357921,-0.0015898591324431388,0.00709785194178858,0.012461916674999074,1.319784,1.624695,1.039166,86.599998,6.2376,2.769230769230769,7.98695652173913,231.7336956521739,100.92035217391305,101.78694107692309,11257.084015384617,0.14043478260869566,0.75,1.86,135293.52173913043
2013-01-03,-0.0014748608490878778,-0.002678792294204646,-0.00040760267807349315,-0.0024398978350519407,-0.009698724698642747,-0.006383854453822502,-0.006840258652315412,-0.0027865356966656485,-0.012073304064145418,-0.00015002946034747833,1.3182180000000001,1.62525,1.049296,87.275002,6.2332,2.7384615384615385,7.973913043478261,231.78839130434784,100.94520434782609,101.77762215384615,11257.51303076923,0.14086956521739133,0.75,1.92,135305.04347826086
2013-01-04,0.007652556090476992,0.0017907861919941315,0.005609785584985705,0.006050539954487899,0.005071850935044919,0.0005669083659343155,-0.0004146630600220247,0.0003989340807508679,-0.0047146092688823416,0.004653852943360626,1.3032709999999998,1.608234,1.045303,87.739998,6.2325,2.7076923076923074,7.960869565217392,231.84308695652174,100.97005652173912,101.76830323076923,11257.942046153847,0.14130434782608697,0.75,1.93,135316.5652173913
2013-01-07,-0.004396557108487853,-0.0011916382514792767,-0.0008114009692751223,-0.004990492494293397,-0.004350150138619724,-0.005665744880763102,0.003403530024087109,-0.0007980169412726834,-0.006295244249622911,0.0022416626528964922,1.306745,1.6067870000000002,1.0495379999999999,88.197998,6.2305,2.6769230769230767,7.947826086956522,231.89778260869565,100.99490869565217,101.75898430769232,11258.371061538463,0.14173913043478262,0.75,1.92,135328.08695652173
2013-01-08,-0.0030779602369451764,-0.002684017501109248,-0.00020286935870938994,-0.0007717539690734743,-0.005592438825278823,-0.007027527355546237,0.0014062392290510317,0.0023962177459802003,0.007087781782691316,-0.0019383271811201919,1.312508,1.612201,1.0511709999999999,87.252998,6.2298,2.646153846153846,7.934782608695652,231.95247826086958,101.01976086956522,101.74966538461538,11258.800076923078,0.14217391304347826,0.75,1.89,135339.60869565216
2013-01-09,0.002952765657039169,0.00448527860798742,0.006802772030806148,0.0028311844925090757,0.005096564642621537,0.004973337908258824,0.001817781589185996,-0.0007968298707832222,-0.00043593049870371825,0.002838481262732895,1.308233,1.606168,1.0513700000000001,86.86799599999999,6.2242,2.6153846153846154,7.921739130434783,232.0071739130435,101.04461304347826,101.74034646153846,11259.229092307693,0.14260869565217393,0.75,1.88,135351.13043478262
2013-01-10,0.008297811939621536,0.004763333771754974,0.0010082866219234266,0.0028238418780881513,0.01276447793715385,0.007232462203126344,-0.0009072724125769316,-0.0007975501471901847,0.009284011175649143,0.0010425950437531473,1.305483,1.601537,1.050608,88.133003,6.2252,2.5846153846153843,7.908695652173913,232.0618695652174,101.0694652173913,101.73102753846155,11259.658107692308,0.14304347826086958,0.75,1.91,135362.65217391305
2013-01-11,-0.00026511516010274683,0.001481778571634118,-0.00040292521731943864,-0.001663564741670287,0.0020717567515247115,-0.008125510438936612,0.0009080963033007983,0.0015962885823510575,-0.005679701337935494,-0.0005951218628906796,1.327316,1.616292,1.058033,89.246002,6.2246,2.5538461538461537,7.895652173913043,232.1165652173913,101.09431739130434,101.72170861538461,11260.087123076924,0.14347826086956522,0.75,1.89,135374.1739130435
2013-01-14,0.0013275309090658993,-0.002958506795620708,-0.00010082973514513593,0.0001278886239211019,0.001206178947164016,0.004000718484203691,0.0003298316823161507,0.0007968722530962147,0.0029802247979662244,0.00282905423521429,1.3362020000000001,1.612695,1.053785,89.523003,6.2162,2.523076923076923,7.882608695652174,232.17126086956523,101.11916956521739,101.7123896923077,11260.516138461539,0.14391304347826087,0.75,1.89,135385.69565217392
2013-01-15,0.002519317637837748,-0.0008903445838394086,0.006148521172836041,0.0026919118007229237,-0.0015487967399719915,-0.005502744166204554,0.0006593667228820266,0.0011941025385848736,0.006314256804505591,0.004751103839877535,1.337793,1.607717,1.056424,89.459999,6.2223,2.4923076923076923,7.869565217391305,232.22595652173914,101.14402173913044,101.70307076923078,11260.945153846154,0.14434782608695654,0.75,1.86,135397.21739130435
2013-01-16,-0.0009259056840836832,0.00044538607544342135,-0.002905336993277663,-0.0019175676709771716,-0.004825900011993789,-0.0001908438776070387,-0.00024697767148573746,-0.00039760175083503047,0.0005536171327953365,-0.0011821776349235646,1.330849,1.607459,1.057083,88.75,6.2134,2.4615384615384612,7.856521739130435,232.28065217391304,101.16887391304348,101.69375184615384,11261.37416923077,0.14478260869565218,0.75,1.84,135408.73913043478
2013-01-17,0.006751670818195388,0.00623429858421054,0.009343946450429685,0.00922166720082207,0.00813980293410177,0.0068701327203020135,-0.001730518861307262,-0.002386559405208488,0.004303793580219928,0.003107210994302667,1.3290799999999998,1.600256,1.055844,88.629997,6.2195,2.4307692307692306,7.843478260869565,232.33534782608697,101.19372608695652,101.68443292307693,11261.803184615384,0.14521739130434783,0.75,1.89,135420.26086956522
2013-01-18,0.003155340812365459,0.001769955243984045,0.0032850962686075125,0.00291849155105961,-0.0010306780089460732,0.00018964148325295582,0.0016508360731930516,0.0019934299988035864,-0.0015917354787242655,0.00427700528740016,1.337256,1.597699,1.054608,89.820999,6.2183,2.4,7.8304347826086955,232.39004347826088,101.21857826086956,101.67511400000001,11262.2322,0.14565217391304347,0.75,1.87,135431.78260869565
2013-01-22,0.006816262625351843,0.0038285979797196834,0.005556067664036934,0.008224584055689377,0.0005157513694151739,-0.001326581581937547,-0.0001647060511200671,0.0,0.003556330947485087,0.005140312584857032,1.33115,1.583782,1.0516020000000001,89.599998,6.2207,2.338461538461538,7.804347826086957,232.49943478260872,101.26828260869566,101.65647615384616,11263.090230769232,0.14652173913043479,0.75,1.86,135454.8260869565
2013-01-23,-0.000911323934067676,0.0032274773495437614,-0.002466778610124565,-0.002509985863053399,-0.0010311300409595603,-0.005123177966032566,0.00016473318367227208,0.0007959634497713974,-0.002810478436004904,-0.0002924041301327618,1.3313979999999999,1.583908,1.05629,88.528999,6.2226,2.3076923076923075,7.791304347826087,232.55413043478262,101.2931347826087,101.64715723076924,11263.519246153846,0.14695652173913043,0.75,1.86,135466.34782608695
2013-01-24,0.004430724201623715,-0.003070775838579287,0.005934778756740755,0.001635628707016501,0.004817576977449001,-0.002861032643656003,-0.0005768667265930727,-0.0007953303958458946,-0.010967519902134626,0.002046345361056634,1.330849,1.58328,1.053685,88.58000200000001,6.2216,2.276923076923077,7.778260869565218,232.60882608695653,101.31798695652174,101.63783830769232,11263.948261538462,0.14739130434782607,0.75,1.88,135477.86956521738
2013-01-25,0.006875587649933568,0.0054272205665528706,0.007767982316532862,0.003768448234266364,0.010787583161696812,-0.002869091869242446,-0.004205401262141972,-0.004376973505080484,-0.004770189626690513,0.005688462632946978,1.336934,1.578283,1.044605,90.557999,6.2193,2.246153846153846,7.765217391304348,232.66352173913043,101.34283913043478,101.62851938461539,11264.377276923078,0.14782608695652175,0.75,1.98,135489.39130434784
2013-01-28,-0.0018035434267851258,-0.0008757048926700817,-0.0011708231815864556,0.0036288321079580577,-0.004912605834658024,-0.00786501662824679,-0.001325045500883415,-0.0011991302383501656,-0.002240902666949429,0.002610453591548323,1.346602,1.577511,1.041352,91.179001,6.2195,2.2153846153846155,7.752173913043478,232.71821739130436,101.36769130434783,101.61920046153847,11264.806292307692,0.1482608695652174,0.75,2.0,135500.91304347827
2013-01-29,0.005163128920972149,0.0014601878564950432,-0.0012700042664668398,0.002119904465836653,0.006809641515038933,0.0116008011213935,-0.001824210098402168,-0.0012005273091229007,0.0043671597140815255,0.002893124641378586,1.3446280000000002,1.5698590000000001,1.042231,90.459999,6.2235,2.1846153846153844,7.739130434782609,232.77291304347827,101.39254347826088,101.60988153846155,11265.235307692308,0.14869565217391303,0.75,2.03,135512.4347826087
2013-01-30,-0.003210232761622578,-0.0034989819746357176,-0.010954469172845371,-0.011322502785494404,0.001014548345585009,-0.005542732115255911,0.00033223399657322794,0.000400798835893168,0.007453860256728229,-0.009519575413162618,1.349164,1.5748030000000002,1.046901,90.790001,6.2258,2.1538461538461537,7.72608695652174,232.82760869565217,101.41739565217391,101.60056261538462,11265.664323076924,0.14913043478260868,0.75,2.03,135523.95652173914
2013-01-31,-0.002061632033556471,-0.0013164609809024341,0.005142184401311978,0.00692167092542606,-0.00371626634284028,0.0009609950715814275,0.0029897594527699134,0.0016020844095907538,-0.006103982907651684,-0.005970721228130249,1.356834,1.579779,1.041884,91.021004,6.2195,2.123076923076923,7.71304347826087,232.8823043478261,101.44224782608696,101.5912436923077,11266.09333846154,0.14956521739130435,0.75,2.02,135535.47826086957
2013-02-01,0.008778864277178888,0.010108462970174426,0.009346909972170359,0.009498732290691647,0.00796882887303152,0.00710446308150825,-0.00488494094914349,-0.00284111318553415,0.0015508685152145762,0.0058603769225387126,1.3611,1.587024,1.043221,91.707001,6.2178,2.092307692307692,7.7,232.937,101.4671,101.58192476923078,11266.522353846154,0.15,0.75,2.04,135547.0
2013-02-04,-0.009982317182073985,-0.011893031152255928,-0.011502047919454306,-0.012876126487846973,-0.017998233954066634,-0.012774165651044722,0.006489602141698914,0.0036115562976564153,0.0034066460837407497,-0.002330694509757869,1.364871,1.5705,1.042601,92.769997,6.2304,2.0615384615384613,7.69,232.90425000000002,101.48234500000001,101.57260584615385,11266.95136923077,0.1495,0.75,2.0,135554.8
2013-02-05,0.009953481970902622,0.009393527434170768,0.010353857720856618,0.0082779342490511,0.004624901216182975,0.00482819632435727,-0.0028932260986616054,-0.0015992418912545991,-0.00024687037037030013,-0.0023357069520295592,1.351169,1.575547,1.044103,92.153,6.2304,2.0307692307692307,7.68,232.87150000000003,101.49759,101.56328692307693,11267.380384615386,0.149,0.75,2.04,135562.6
2013-02-06,0.0024317188758691266,0.0002912691057541661,0.003318694130905131,0.004602711574859919,-0.00017053036521097464,-0.0019218826517117815,0.0011606909014714173,0.0008006250724763575,0.002654927027756715,0.003511979575581803,1.358142,1.566661,1.039004,93.57,6.2278,2.0,7.67,232.83875,101.512835,101.55396800000001,11267.8094,0.1485,0.75,2.0,135570.4
2013-02-07,-0.0030638892643544136,-0.0001454052901521674,-0.004766811752826117,-0.003219409478280588,-0.008185650569914826,-0.0075100918818428175,-0.0009108346433568393,0.0,-0.0033869265557419093,-0.004228846795506835,1.352393,1.566416,1.032002,93.434998,6.2291,1.9692307692307691,7.66,232.806,101.52808,101.54464907692308,11268.238415384616,0.148,0.75,1.99,135578.2
2013-02-08,0.004738472826872453,0.007560336981302651,0.007819451703361624,0.006335353837920055,0.006361729283635098,0.007566920147412448,-0.0003314904428417531,0.0008005375596953357,-0.0016682464574454547,0.009225577278969332,1.3389389999999999,1.571018,1.028267,93.633003,6.233,1.9384615384615382,7.65,232.77325000000002,101.54332500000001,101.53533015384616,11268.667430769232,0.1475,0.75,1.99,135586.0
2013-02-11,0.0005101939354221763,-0.0017317443352563577,-0.0016486891299598572,-0.00012356057572859847,-0.0010249639745081307,-0.0019255833970369673,-0.0007462644199247581,-0.0003999061034578588,-0.01157399219522226,0.0014508353593201129,1.336827,1.580228,1.0322790000000002,92.535004,6.253,1.9076923076923076,7.640000000000001,232.7405,101.55857,101.52601123076924,11269.096446153848,0.147,0.75,1.99,135593.8
2013-02-12,0.004459017391293507,-0.001590023525585016,0.002525710683650928,0.006296247777103581,0.004959734742369548,0.0013504678910698509,-8.311687355444519e-05,-0.0007997920285609528,0.0011897432909782069,0.007534258075070133,1.340357,1.56568,1.026357,94.191002,6.2328,1.876923076923077,7.63,232.70775,101.573815,101.51669230769231,11269.525461538462,0.1465,0.75,2.02,135601.6
2013-02-13,0.00164890282469643,0.001013509405928037,0.0038757046807005313,0.003926346414946602,0.002382542697843437,0.005202147308475125,-0.002821278884706846,-0.00200163371575357,-0.005253586873810612,-0.0005753623015827269,1.345207,1.567644,1.03387,93.305,6.2325,1.846153846153846,7.62,232.675,101.58906,101.50737338461539,11269.954476923078,0.146,0.75,2.05,135609.4
