Episode,Episode Reward,Portfolio Value,Portfolio Return,Sharpe Ratio,Portfolio Variance,Cumulative Costs
28,0.020897792879876607,1020.4217131317472,0.020421713131747232,3.4463073236232598,3.842446282615682e-05,0.0
29,-0.0481634142318009,937.2735454787951,-0.06272645452120496,-7.0055659893460565,4.7010710399539574e-05,0.0
30,0.01330872032466317,1012.9813234366472,0.012981323436647152,1.787643165090648,5.636716617183391e-05,0.0
31,0.011270030221089553,1009.9853768742171,0.009985376874217078,2.0761902656716136,3.087614631966226e-05,0.0
32,0.028062645459581224,1028.0377418398523,0.028037741839852304,6.259682354406079,2.074070728814765e-05,0.0
33,0.05555919456586578,1065.2732514551021,0.06527325145510221,12.04171699008865,2.2367590605538838e-05,0.0
34,0.0011475252606386304,989.3549683225242,-0.01064503167747577,0.15379693606855308,7.43374831774345e-05,0.0
35,0.037371813195666896,1038.8097991966913,0.038809799196691364,10.825811800791218,1.2369707857732444e-05,0.0
36,-0.011608882479698896,984.4364600941561,-0.015563539905843915,-0.9889772409397458,0.00012689753251606233,0.0
37,0.004202660831153372,999.1355414586947,-0.0008644585413053463,0.6798908540689768,3.9788420807537476e-05,0.0
38,-0.03716551280976397,968.4614411012953,-0.031538558898704605,-6.553140616643167,3.0891041185435365e-05,0.0
39,0.006275568740564511,995.5072898329848,-0.004492710167015135,0.7142279779532474,7.295560835922225e-05,0.0
40,0.02467552877589008,1013.0698288137294,0.013069828813729423,3.474360974498242,5.160075475240508e-05,0.0
41,0.016947431986627178,1013.5053852215639,0.01350538522156386,2.116997927392482,6.92609275843796e-05,0.0
42,0.030683051595149072,1042.3515861579297,0.042351586157929555,4.034486098029612,5.9826730658619104e-05,0.0
43,0.03081076921187936,1026.7180544979678,0.026718054497967936,3.8276319996541424,6.720726430202266e-05,0.0
44,0.005892645094817104,1002.1489796498914,0.0021489796498914693,1.0714959256097218,3.0307118272128246e-05,0.0
45,0.008107622388518226,1001.6029572273385,0.0016029572273383863,1.5221018474770696,2.9603831431328022e-05,0.0
46,-0.008928037798399171,987.8554115365071,-0.012144588463492978,-0.8588855889853296,0.00010250938986644776,0.0
47,0.008761435037156925,1000.2244839148533,0.00022448391485330177,0.8682867096520985,9.412236633889923e-05,0.0
48,-0.0033339332706087523,1006.4506884959548,0.0064506884959547595,-0.5648714023160953,3.8918815939005145e-05,0.0
49,0.023571418757789245,1025.8861857282436,0.025886185728243527,4.139218399535682,3.355776705034035e-05,0.0
50,0.01696269586183326,1016.4801925057538,0.016480192505753832,2.141808860320105,6.309133462523901e-05,0.0
51,0.021393828761634474,1021.7064314726525,0.0217064314726525,4.0678330942552074,2.8108134496440334e-05,0.0
52,-0.018955752520279548,989.9964255096842,-0.010003574490315859,-5.815453986069901,1.0492961793449537e-05,0.0
53,-0.005767801478763955,985.115209042963,-0.014884790957036986,-1.0129923754941506,3.199397854695827e-05,0.0
54,-0.040026231323278164,966.1664139855919,-0.03383358601440811,-7.558488337240029,2.7241977213334777e-05,0.0
55,-0.020994561387202574,982.0465237789064,-0.017953476221093667,-2.7388295736298542,5.905607309474166e-05,0.0
56,-0.02327929565261242,976.954542604901,-0.023045457395099,-3.106253693959885,5.550465370703851e-05,0.0
57,0.018757690468842868,1017.4956134767754,0.017495613476775418,6.749263964743552,7.907443206766423e-06,0.0
58,-0.009324509857003675,1002.954942349391,0.0029549423493910876,-0.9993468459257389,8.263688438270094e-05,0.0
59,-0.004851233993324648,979.7523386583158,-0.02024766134168421,-0.4563299584340112,0.00010541840460496452,0.0
60,0.028023426938786632,1030.700610738054,0.030700610738053857,5.552013892685809,2.6047331614175938e-05,0.0
61,0.009432518835285196,1020.4255345806264,0.020425534580626348,1.0606186364157564,7.588955182337475e-05,0.0
62,0.013598348247443746,1017.2293339324635,0.01722933393246362,4.333418519886384,1.0091094404459182e-05,0.0
63,0.0009637257213650236,1008.4420594190899,0.008442059419089931,0.19958041205615157,2.91953873419321e-05,0.0
64,0.048161823251259894,1043.274939697119,0.04327493969711904,5.687403339090856,7.687198982970159e-05,0.0
65,0.022651824222657307,1019.9271671444928,0.01992716714449294,3.5166010894475703,4.301757192428249e-05,0.0
66,-0.004778682934923126,998.1114158356432,-0.001888584164356777,-0.9497382807265453,2.416256468228625e-05,0.0
67,-0.05741762502909396,962.4238506540852,-0.0375761493459148,-6.399148736439781,7.80482739674911e-05,0.0
68,-0.011245694434600129,979.2266974816492,-0.020773302518350745,-1.4011156225646944,6.921014467802371e-05,0.0
69,-0.0028641074609129895,981.87745566908,-0.018122544330920087,-0.2688021304802577,9.883372537043809e-05,0.0
70,0.008931509409819753,1012.1216703226454,0.01212167032264544,2.9017803061337424,9.705562299516478e-06,0.0
71,0.05239210981646419,1057.9229922580118,0.057922992258011785,6.472739853727943,6.920254560493855e-05,0.0
72,-0.006160048749585933,987.8491665816525,-0.01215083341834744,-0.9454066566310633,5.3013539612109874e-05,0.0
73,0.025436969072972507,1031.6867632091762,0.03168676320917618,5.42372715290122,2.2682360813392185e-05,0.0
74,0.04208335916405082,1046.6243794841544,0.04662437948415432,7.90888340077918,2.9603395624325083e-05,0.0
75,-0.008353165448375955,991.0358209461866,-0.008964179053813415,-1.0163707932340014,7.227525249602926e-05,0.0
76,-0.004661148062552674,995.040638622482,-0.004959361377517957,-0.8171304821237546,3.170227208839072e-05,0.0
77,0.008002880136074843,1009.3518712257336,0.009351871225733666,1.7043680660746527,2.201179396242751e-05,0.0
78,0.006988637117810394,1005.7655666424706,0.005765566642470521,1.9720513926354892,1.2534650098501296e-05,0.0
79,0.05154061743649031,1051.7392276081728,0.05173922760817273,6.790587412112726,5.965644582861457e-05,0.0
80,-0.01041380968762088,994.4684326538822,-0.005531567346117705,-1.7949007506196029,3.234153099844839e-05,0.0
81,0.03802453610759312,1035.9059959051776,0.035905995905177734,4.202583445977873,8.400638668508464e-05,0.0
82,0.061245264299881114,1063.6925266040375,0.06369252660403757,10.159610676251456,3.872300745896048e-05,0.0
83,0.003635470789663485,998.2187545473753,-0.0017812454526247024,0.707545109313374,2.850559778584564e-05,0.0
84,0.06358156159524682,1059.064539536264,0.059064539536263894,7.5480094305334315,7.641862746920526e-05,0.0
85,0.03182453412208513,1035.7810780751338,0.035781078075133754,4.394160671537546,5.499493147360791e-05,0.0
86,0.02686414768621819,1027.6787278401216,0.027678727840121597,5.65004150693214,2.3543278342423303e-05,0.0
87,0.004411106391344994,1014.5173885681911,0.01451738856819107,0.40092569715148985,0.00010388140948995889,0.0
88,-0.04795804784075874,954.8895588115079,-0.04511044118849217,-5.665104414087243,7.307611434693852e-05,0.0
89,0.021800647353693338,1021.6933075095152,0.021693307509515147,2.666503570356349,6.90755836837542e-05,0.0
90,0.02916252090498677,1026.795804529936,0.02679580452993613,3.690847673371658,6.550007172697857e-05,0.0
91,-0.014190981331846859,992.3955362421275,-0.007604463757872493,-1.474150461639016,8.831183909402685e-05,0.0
92,0.009988337261746395,1010.607562572846,0.010607562572845897,1.2814368484651755,6.807072066450167e-05,0.0
93,0.05206569561947752,1053.536238826716,0.05353623882671599,7.303738528122619,5.288489532673253e-05,0.0
94,0.0784875894070343,1079.0510426753265,0.07905104267532637,9.373161108535847,7.64095952811646e-05,0.0
95,0.022445096200106165,1021.1640411589428,0.02116404115894288,4.501399898081075,2.545433167702589e-05,0.0
96,0.05759825876904998,1049.187097562436,0.049187097562436,7.347178312362764,6.581810990881404e-05,0.0
97,0.0007008896012777,1003.1183125677111,0.0031183125677110013,0.17971186260753916,1.3761514197518217e-05,0.0
98,-0.02519881347788125,984.1513032482915,-0.015848696751708524,-3.7864940484992515,4.313891155226489e-05,0.0
99,0.0021345356843899335,1007.5449388008014,0.007544938800801537,0.3080473143864122,5.7941283205238754e-05,0.0
100,0.0021629843413451286,1002.5353650839659,0.0025353650839659014,0.5724634509893222,1.5433345570418333e-05,0.0
